,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
10,jimmyfallon,jimmy fallon,15485441,1075130221613981696,/jimmyfallon/status/1075130221613981696,2018-12-18 20:46:34,1545165994,".@MichelleObama is here! @arianagrande stops by! If only it were Christmas today... @MrHoratioSanz, @RealTracyMorgan, @ChrisKattan, what can we do about this?? #FallonTonightpic.twitter.com/HhbRcfvoWb","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">.<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""409486555"" dir=""ltr"" href=""/MichelleObama""><s>@</s><b>MichelleObama</b></a> is here! <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""34507480"" dir=""ltr"" href=""/ArianaGrande""><s>@</s><b>arianagrande</b></a> stops by! If only it were Christmas today... <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""164481132"" dir=""ltr"" href=""/MrHoratioSanz""><s>@</s><b>MrHoratioSanz</b></a>, @RealTracyMorgan, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""45118247"" dir=""ltr"" href=""/ChrisKattan""><s>@</s><b>ChrisKattan</b></a>, what can we do about this?? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/HhbRcfvoWb"">pic.twitter.com/HhbRcfvoWb</a></p>",[],['FallonTonightpic'],True,['https://pbs.twimg.com/media/DuugT3YW0AEJfGS.jpg'],,4340,355,146,True,False,,[]
11,jimmyfallon,jimmy fallon,15485441,1075054777770348545,/jimmyfallon/status/1075054777770348545,2018-12-18 15:46:47,1545148007,#AllIWantForChristmasIs a CVS receipt that isn’t longer than a Harry Potter book.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/AllIWantForChristmasIs?src=hash""><s>#</s><b>AllIWantForChristmasIs</b></a> a CVS receipt that isn’t longer than a Harry Potter book.</p>",[],['AllIWantForChristmasIs'],False,[],,4293,441,167,True,False,,[]
12,jimmyfallon,jimmy fallon,15485441,1075054328304553984,/jimmyfallon/status/1075054328304553984,2018-12-18 15:45:00,1545147900,"It’s Hashtags time! Use the hashtag #AllIWantForChristmasIs, and then fill in the blank with a funny or weird thing you want for Christmas. Could be on the show!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It’s Hashtags time! Use the hashtag <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/AllIWantForChristmasIs?src=hash""><s>#</s><b>AllIWantForChristmasIs</b></a>, and then fill in the blank with a funny or weird thing you want for Christmas. Could be on the show!</p>",[],['AllIWantForChristmasIs'],False,[],,4775,442,2662,True,False,,[]
13,jimmyfallon,jimmy fallon,15485441,1075035257244651520,/jimmyfallon/status/1075035257244651520,2018-12-18 14:29:13,1545143353,Tonight!! @MichelleObama is here and we’ve got a lot of fun surprises planned along with a few special guests! Do not miss! #FallonTonight,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Tonight!! <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""409486555"" dir=""ltr"" href=""/MichelleObama""><s>@</s><b>MichelleObama</b></a> is here and we’ve got a lot of fun surprises planned along with a few special guests! Do not miss! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a></p>",[],['FallonTonight'],False,[],,2940,183,85,True,False,,[]
14,jimmyfallon,jimmy fallon,15485441,1074986847762305024,/jimmyfallon/status/1074986847762305024,2018-12-18 11:16:51,1545131811,It has been for years - also if you buy my @benandjerrys Tonight Dough ice cream all of my proceeds go to @SeriousFunCamps as well. I can buy a couple and send your way! Hope you like it!https://twitter.com/jpappone/status/1074900594555580416 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">It has been for years - also if you buy my <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""18949610"" dir=""ltr"" href=""/benandjerrys""><s>@</s><b>benandjerrys</b></a> Tonight Dough ice cream all of my proceeds go to <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""35616203"" dir=""ltr"" href=""/SeriousFunCamps""><s>@</s><b>SeriousFunCamps</b></a> as well. I can buy a couple and send your way! Hope you like it!<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/jpappone/status/1074900594555580416"" dir=""ltr"" href=""https://t.co/7oDOA6Im7k"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/jpappone/status/1074900594555580416""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/jpappone/statu</span><span class=""invisible"">s/1074900594555580416</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/jpappone/status/1074900594555580416'],[],False,[],,1267,102,59,True,False,,[]
15,jimmyfallon,jimmy fallon,15485441,1074893016001859585,/jimmyfallon/status/1074893016001859585,2018-12-18 05:04:00,1545109440, ’s on a  #FallonTonight,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><img alt=""🐐"" aria-label=""Emoji: Goat"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f410.png"" title=""Goat""/> <img alt=""🐐"" aria-label=""Emoji: Goat"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f410.png"" title=""Goat""/>’s on a <img alt=""🚣‍♀️"" aria-label=""Emoji: Woman rowing boat"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6a3-200d-2640-fe0f.png"" title=""Woman rowing boat""/> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a></p>",[],['FallonTonight'],False,[],,2016,139,81,True,False,,[]
16,jimmyfallon,jimmy fallon,15485441,1074891916251197440,/jimmyfallon/status/1074891916251197440,2018-12-18 04:59:38,1545109178,#FallonTonight right now. @Ninja Fun times. #NBC,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a> right now. <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""214201922"" dir=""ltr"" href=""/Ninja""><s>@</s><b>Ninja</b></a> Fun times. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NBC?src=hash""><s>#</s><b>NBC</b></a></p>",[],"['FallonTonight', 'NBC']",False,[],,3656,173,46,True,False,,[]
17,jimmyfallon,jimmy fallon,15485441,1074867991928586243,/jimmyfallon/status/1074867991928586243,2018-12-18 03:24:34,1545103474,"Tonight, @Ninja and I talk @FortniteGame, @blackthought crushes and @Lin_Manuel and I talk @MaryPoppins and sing the most popular songs of 2018 with holiday lyrics. I hope you enjoy. #FallonTonight #NBC","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Tonight, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""214201922"" dir=""ltr"" href=""/Ninja""><s>@</s><b>Ninja</b></a> and I talk <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""425871040"" dir=""ltr"" href=""/FortniteGame""><s>@</s><b>FortniteGame</b></a>, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""351287640"" dir=""ltr"" href=""/blackthought""><s>@</s><b>blackthought</b></a> crushes and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""79923701"" dir=""ltr"" href=""/Lin_Manuel""><s>@</s><b>Lin_Manuel</b></a> and I talk <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""76646387"" dir=""ltr"" href=""/MaryPoppins""><s>@</s><b>MaryPoppins</b></a> and sing the most popular songs of 2018 with holiday lyrics. I hope you enjoy. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NBC?src=hash""><s>#</s><b>NBC</b></a></p>",[],"['FallonTonight', 'NBC']",False,[],,3496,180,66,True,False,,[]
18,jimmyfallon,jimmy fallon,15485441,1079510916318679040,/jimmyfallon/status/1079510916318679040,2018-12-30 22:53:53,1546210433,"Oooohhhhhhhh my man #JIMIN (@BTS_twt) with a solo jam!! I love it. Congrats!! Your brother, Chimmyhttp://btsblog.ibighit.com/m/383 ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Oooohhhhhhhh my man <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/JIMIN?src=hash""><s>#</s><b>JIMIN</b></a> (<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""335141638"" dir=""ltr"" href=""/BTS_twt""><s>@</s><b>BTS_twt</b></a>) with a solo jam!! I love it. Congrats!! <img alt=""💜"" aria-label=""Emoji: Purple heart"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f49c.png"" title=""Purple heart""/>Your brother, Chimmy<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://btsblog.ibighit.com/m/383"" dir=""ltr"" href=""https://t.co/PW9swb0cJN"" rel=""nofollow noopener"" target=""_blank"" title=""http://btsblog.ibighit.com/m/383""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">btsblog.ibighit.com/m/383</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['http://btsblog.ibighit.com/m/383'],['JIMIN'],False,[],,486327,161313,6928,True,False,,[]
19,jimmyfallon,jimmy fallon,15485441,1078658709721468929,/jimmyfallon/status/1078658709721468929,2018-12-28 14:27:31,1546007251,"Tonight Show Retro Game Challenge vs @Ninja. Some of the best (and worst) games and consoles of all time. We go from Pong to @SEGA Genesis Olympics, @NintendoAmerica Goldeneye and @PlayStation @RocketLeague. Who wears the headband?https://www.youtube.com/watch?v=XpUUcpUj8L4 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Tonight Show Retro Game Challenge vs <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""214201922"" dir=""ltr"" href=""/Ninja""><s>@</s><b>Ninja</b></a>. Some of the best (and worst) games and consoles of all time. We go from Pong to <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""17092592"" dir=""ltr"" href=""/SEGA""><s>@</s><b>SEGA</b></a> Genesis Olympics, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""5162861"" dir=""ltr"" href=""/NintendoAmerica""><s>@</s><b>NintendoAmerica</b></a> Goldeneye and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""10671602"" dir=""ltr"" href=""/PlayStation""><s>@</s><b>PlayStation</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2732818747"" dir=""ltr"" href=""/RocketLeague""><s>@</s><b>RocketLeague</b></a>. Who wears the headband?<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.youtube.com/watch?v=XpUUcpUj8L4"" dir=""ltr"" href=""https://t.co/IeikazE7Yd"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.youtube.com/watch?v=XpUUcpUj8L4""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">youtube.com/watch?v=XpUUcp</span><span class=""invisible"">Uj8L4</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://www.youtube.com/watch?v=XpUUcpUj8L4'],[],False,[],,3919,258,172,True,False,,[]
20,jimmyfallon,jimmy fallon,15485441,1076337366007246849,/jimmyfallon/status/1076337366007246849,2018-12-22 04:43:20,1545453800,Watching the best of 2018 #FallonTonight now.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Watching the best of 2018 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a> now.</p>",[],['FallonTonight'],False,[],,5880,312,288,True,False,,[]
21,jimmyfallon,jimmy fallon,15485441,1076273833928212480,/jimmyfallon/status/1076273833928212480,2018-12-22 00:30:52,1545438652,Haaaa!!! Thank you my brother. It’s delicious right? #TonightDoughhttps://twitter.com/jpappone/status/1076258062141394944 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Haaaa!!! Thank you my brother. It’s delicious right? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TonightDough?src=hash""><s>#</s><b>TonightDough</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/jpappone/status/1076258062141394944"" dir=""ltr"" href=""https://t.co/CdVKvuVhEw"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/jpappone/status/1076258062141394944""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/jpappone/statu</span><span class=""invisible"">s/1076258062141394944</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/jpappone/status/1076258062141394944'],['TonightDoughhttps'],False,[],,2476,132,107,True,False,,[]
