,Unnamed: 0,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
10,10,jimmyfallon,jimmy fallon,15485441,1239206954213441537,/jimmyfallon/status/1239206954213441537,2020-03-15 15:08:55,1584284935.0,"Right now I'm thinking about what we can do to help our most vulnerable populations - children who are losing the one meal they may rely on per day, our friends and family who are facing job issues, the elderly, and low-income families.pic.twitter.com/OnimRUZKnK","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Right now I'm thinking about what we can do to help our most vulnerable populations - children who are losing the one meal they may rely on per day, our friends and family who are facing job issues, the elderly, and low-income families.<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/OnimRUZKnK"">pic.twitter.com/OnimRUZKnK</a></p>",[],[],True,['https://pbs.twimg.com/media/ETKMKBXXsAAM_MV.jpg'],,5886,548,195,True,False,,[]
11,11,jimmyfallon,jimmy fallon,15485441,1238913079821455361,/jimmyfallon/status/1238913079821455361,2020-03-14 19:41:10,1584214870.0,Are you stuck at home with your family going stir crazy right now? Tweet me your favorite things to do with your kids in the house and I’ll RT my favs!!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Are you stuck at home with your family going stir crazy right now? Tweet me your favorite things to do with your kids in the house and I’ll RT my favs!!</p>",[],[],False,[],,13960,748,4533,True,False,,[]
12,12,jimmyfallon,jimmy fallon,15485441,1237580997081722880,/jimmyfallon/status/1237580997081722880,2020-03-11 03:27:57,1583897277.0,I’m available to do Oh Na Na Na at weddings and birthday parties. Please contact my agent: @charlidamelio.https://twitter.com/POPSUGAR/status/1237561892983324673 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">I’m available to do Oh Na Na Na at weddings and birthday parties. Please contact my agent: <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1016008321"" dir=""ltr"" href=""/charlidamelio""><s>@</s><b>charlidamelio</b></a>.<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/POPSUGAR/status/1237561892983324673"" dir=""ltr"" href=""https://t.co/gNQJdcWX6q"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/POPSUGAR/status/1237561892983324673""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/POPSUGAR/statu</span><span class=""invisible"">s/1237561892983324673</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/POPSUGAR/status/1237561892983324673'],[],False,[],,4328,198,98,True,False,,[]
13,13,jimmyfallon,jimmy fallon,15485441,1237376137879224320,/jimmyfallon/status/1237376137879224320,2020-03-10 13:53:55,1583848435.0,New jam with @HAIMtheband “I Liked an Instagram Post”https://youtu.be/0iypSh2TXVY ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">New jam with <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""126632581"" dir=""ltr"" href=""/HAIMtheband""><s>@</s><b>HAIMtheband</b></a> “I Liked an Instagram Post”<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://youtu.be/0iypSh2TXVY"" dir=""ltr"" href=""https://t.co/zOgZkRh3MT"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/0iypSh2TXVY""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/0iypSh2TXVY</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://youtu.be/0iypSh2TXVY'],[],False,[],,975,80,44,True,False,,[]
14,14,jimmyfallon,jimmy fallon,15485441,1237367273825931266,/jimmyfallon/status/1237367273825931266,2020-03-10 13:18:41,1583846321.0,Go!! Go!!! Go!!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Go!! Go!!! Go!!</p>",[],[],False,[],,93,15,4,True,True,1.2373475084493128e+18,"[{'screen_name': 'Corinnee96', 'user_id': '1135002895'}, {'screen_name': 'FallonTonight', 'user_id': '19777398'}]"
15,15,jimmyfallon,jimmy fallon,15485441,1237344149914955777,/jimmyfallon/status/1237344149914955777,2020-03-10 11:46:48,1583840808.0,You are welcome whenever. Always fun!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">You are welcome whenever. Always fun!</p>",[],[],False,[],,62,7,3,True,True,1.237238478967984e+18,"[{'screen_name': 'AROD', 'user_id': '348217747'}, {'screen_name': 'FallonTonight', 'user_id': '19777398'}]"
16,16,jimmyfallon,jimmy fallon,15485441,1237343915612741633,/jimmyfallon/status/1237343915612741633,2020-03-10 11:45:52,1583840752.0,"All new show tonight @Nick_Offerman, @charlidamelio and @HAIMtheband (Summer Girl special request). #FallonTonight #NBC 11:30PM set your DVR.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">All new show tonight <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""502135911"" dir=""ltr"" href=""/Nick_Offerman""><s>@</s><b>Nick_Offerman</b></a>, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1016008321"" dir=""ltr"" href=""/charlidamelio""><s>@</s><b>charlidamelio</b></a> and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""126632581"" dir=""ltr"" href=""/HAIMtheband""><s>@</s><b>HAIMtheband</b></a> (Summer Girl special request). <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NBC?src=hash""><s>#</s><b>NBC</b></a> 11:30PM set your DVR.</p>",[],"['FallonTonight', 'NBC']",False,[],,4091,127,56,True,False,,[]
17,17,jimmyfallon,jimmy fallon,15485441,1237106483134967813,/jimmyfallon/status/1237106483134967813,2020-03-09 20:02:24,1583784144.0,"We have an all new show for y’all tonight - @AROD, @kj_apa and @HAIMtheband (pronounced Hyme). Check it out. #FallonTonightpic.twitter.com/pj3SL6xGMO","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">We have an all new show for y’all tonight - <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""348217747"" dir=""ltr"" href=""/AROD""><s>@</s><b>AROD</b></a>, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""779100876"" dir=""ltr"" href=""/kj_apa""><s>@</s><b>kj_apa</b></a> and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""126632581"" dir=""ltr"" href=""/HAIMtheband""><s>@</s><b>HAIMtheband</b></a> (pronounced Hyme). Check it out. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/pj3SL6xGMO"">pic.twitter.com/pj3SL6xGMO</a></p>",[],['FallonTonightpic'],True,['https://pbs.twimg.com/media/ESsVyYhXgAELN8G.jpg'],,2412,127,77,True,False,,[]
18,18,jimmyfallon,jimmy fallon,15485441,1237093300361990145,/jimmyfallon/status/1237093300361990145,2020-03-09 19:10:01,1583781001.0,"My friend’s daughters were pretending to be characters from Frozen, and the older one said, “I’m Elsa. You can be the Dairy Queen.” #KidQuotes","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">My friend’s daughters were pretending to be characters from Frozen, and the older one said, “I’m Elsa. You can be the Dairy Queen.” <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/KidQuotes?src=hash""><s>#</s><b>KidQuotes</b></a></p>",[],['KidQuotes'],False,[],,2743,160,147,True,False,,[]
19,19,jimmyfallon,jimmy fallon,15485441,1237093102353092610,/jimmyfallon/status/1237093102353092610,2020-03-09 19:09:14,1583780954.0,"It’s Hashtags time! Tell us a funny thing you heard a kid say, and tag it with #KidQuotes. Could be on the show!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It’s Hashtags time! Tell us a funny thing you heard a kid say, and tag it with <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/KidQuotes?src=hash""><s>#</s><b>KidQuotes</b></a>. Could be on the show!</p>",[],['KidQuotes'],False,[],,4057,199,3056,True,False,,[]
20,20,jimmyfallon,jimmy fallon,15485441,1236420639965224961,/jimmyfallon/status/1236420639965224961,2020-03-07 22:37:06,1583620626.0,You’ll always be MY “some reporter guy”.https://twitter.com/MooreOrange/status/1236419907731914752 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">You’ll always be MY “some reporter guy”.<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/MooreOrange/status/1236419907731914752"" dir=""ltr"" href=""https://t.co/wH4LFUxiT6"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/MooreOrange/status/1236419907731914752""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/MooreOrange/st</span><span class=""invisible"">atus/1236419907731914752</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/MooreOrange/status/1236419907731914752'],[],False,[],,1756,87,72,True,False,,[]
21,21,jimmyfallon,jimmy fallon,15485441,1236417883691012096,/jimmyfallon/status/1236417883691012096,2020-03-07 22:26:09,1583619969.0,You know it!https://twitter.com/carrieunderwood/status/1236415367305662464 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">You know it!<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/carrieunderwood/status/1236415367305662464"" dir=""ltr"" href=""https://t.co/cybXtSAJZv"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/carrieunderwood/status/1236415367305662464""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/carrieunderwoo</span><span class=""invisible"">d/status/1236415367305662464</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/carrieunderwood/status/1236415367305662464'],[],False,[],,1095,73,52,True,False,,[]
22,22,jimmyfallon,jimmy fallon,15485441,1236415248816635904,/jimmyfallon/status/1236415248816635904,2020-03-07 22:15:41,1583619341.0,@MooreOrange I love tacos.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""215325136"" dir=""ltr"" href=""/MooreOrange""><s>@</s><b>MooreOrange</b></a> I love tacos.</p>",[],[],False,[],,137,25,5,True,False,,[]
23,23,jimmyfallon,jimmy fallon,15485441,1235595299852181504,/jimmyfallon/status/1235595299852181504,2020-03-05 15:57:30,1583423850.0,Joe Biden and Bernie Sanders’ Super Tuesday Rallies https://youtu.be/ZUfsw9PbSxc  #FallonTonight,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Joe Biden and Bernie Sanders’ Super Tuesday Rallies <a class=""twitter-timeline-link"" data-expanded-url=""https://youtu.be/ZUfsw9PbSxc"" dir=""ltr"" href=""https://t.co/bm31FgYXP2"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/ZUfsw9PbSxc""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/ZUfsw9PbSxc</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a></p>",['https://youtu.be/ZUfsw9PbSxc'],['FallonTonight'],False,[],,1260,112,77,True,False,,[]
24,24,jimmyfallon,jimmy fallon,15485441,1234590298124275713,/jimmyfallon/status/1234590298124275713,2020-03-02 21:23:59,1583184239.0,Tonight!!! Talking with @maddow about Super Tuesday and Coronavirus plus @pamelaadlon is here and a performance from @sushitrash!! #FallonTonight,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Tonight!!! Talking with <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""16129920"" dir=""ltr"" href=""/maddow""><s>@</s><b>maddow</b></a> about Super Tuesday and Coronavirus plus <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2422753567"" dir=""ltr"" href=""/pamelaadlon""><s>@</s><b>pamelaadlon</b></a> is here and a performance from <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2579706949"" dir=""ltr"" href=""/sushitrash""><s>@</s><b>sushitrash</b></a>!! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a></p>",[],['FallonTonight'],False,[],,1140,122,90,True,False,,[]
25,25,jimmyfallon,jimmy fallon,15485441,1234581469437317122,/jimmyfallon/status/1234581469437317122,2020-03-02 20:48:54,1583182134.0,Put it on my tuition tab. #SpringBreakInSixWords,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Put it on my tuition tab. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SpringBreakInSixWords?src=hash""><s>#</s><b>SpringBreakInSixWords</b></a></p>",[],['SpringBreakInSixWords'],False,[],,2232,179,254,True,False,,[]
26,26,jimmyfallon,jimmy fallon,15485441,1234570212994883584,/jimmyfallon/status/1234570212994883584,2020-03-02 20:04:10,1583179450.0,It’s Hashtags time! Use six words to describe spring break and tag it with #SpringBreakInSixWords. Could be on the show!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It’s Hashtags time! Use six words to describe spring break and tag it with <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SpringBreakInSixWords?src=hash""><s>#</s><b>SpringBreakInSixWords</b></a>. Could be on the show!</p>",[],['SpringBreakInSixWords'],False,[],,2834,181,1609,True,False,,[]
27,27,jimmyfallon,jimmy fallon,15485441,1234553373258665987,/jimmyfallon/status/1234553373258665987,2020-03-02 18:57:15,1583175435.0,"Even the coolest kid in school @StellaMcCartney knows that the jellyfish is the way forward. @tim_cook @apple, let’s get that emoji in the works. @MichelobULTRA #snailjellyfishpic.twitter.com/lwiQ0g5qW1","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Even the coolest kid in school <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""40851965"" dir=""ltr"" href=""/StellaMcCartney""><s>@</s><b>StellaMcCartney</b></a> knows that the jellyfish is the way forward. <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1636590253"" dir=""ltr"" href=""/tim_cook""><s>@</s><b>tim_cook</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""380749300"" dir=""ltr"" href=""/Apple""><s>@</s><b>apple</b></a>, let’s get that emoji in the works. <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1447153124"" dir=""ltr"" href=""/MichelobULTRA""><s>@</s><b>MichelobULTRA</b></a> <span class=""twitter-hashflag-container""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/snailjellyfish?src=hash""><s>#</s><b>snailjellyfish</b></a><a dir=""ltr"" href=""/hashtag/snailjellyfish?src=hash""><img alt="""" class=""twitter-hashflag"" draggable=""false"" src=""https://abs.twimg.com/hashflags/SnailJellyfish_2020/SnailJellyfish_2020.png""/></a></span><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/lwiQ0g5qW1"">pic.twitter.com/lwiQ0g5qW1</a></p>",[],['snailjellyfishpic'],True,"['https://pbs.twimg.com/media/ESIDvshXsAAg4MM.jpg', 'https://pbs.twimg.com/media/ESIDvseXsAYef9Q.jpg', 'https://pbs.twimg.com/media/ESIDvsoWsAA8b5K.jpg', 'https://pbs.twimg.com/media/ESIDvsmWoAUetkP.jpg']",,1130,70,58,True,False,,[]
28,0,jimmyfallon,jimmy fallon,15485441,1241176709770117120,/jimmyfallon/status/1241176709770117120,2020-03-21 02:36:00,,Had a great chat with @JBALVIN and we’re raising money for @fams2gether which is part of @domesticworkers - click the Donate button on our YouTube video if you’re able to help!,,[],[],False,[],,389,71,27,True,False,,[]
29,1,jimmyfallon,jimmy fallon,15485441,1241176598419816448,/jimmyfallon/status/1241176598419816448,2020-03-21 02:35:00,,The Tonight Show: At Home Edition ( @JBALVIN ) https://youtu.be/OzHiHwh1Slc,,[https://youtu.be/OzHiHwh1Slc],[],True,[],,3900,288,328,True,False,,[]
30,2,jimmyfallon,jimmy fallon,15485441,1240840137841524737,/jimmyfallon/status/1240840137841524737,2020-03-20 04:18:00,,Tonight we are raising money for @SavetheChildren - Follow them on Instagram http://instagram.com/savewithstories for more info or click the Donate button on the YouTube video!,,[http://instagram.com/savewithstories],[],False,[],,427,64,20,True,False,,[]
31,3,jimmyfallon,jimmy fallon,15485441,1240835093419241472,/jimmyfallon/status/1240835093419241472,2020-03-20 03:58:00,,The Tonight Show: At Home Edition (Jennifer Garner) https://youtu.be/peZzbo26fzc,,[https://t.co/fwdoxP8w4G?amp=1],[],True,[],,3300,360,298,True,False,,[]
32,4,jimmyfallon,jimmy fallon,15485441,1240451755474931712,/jimmyfallon/status/1240451755474931712,2020-03-19 02:35:00,,The Tonight Show: At Home Edition ( @Lin_Manuel ) https://youtu.be/SOS7e6UTNPI,,[https://youtu.be/SOS7e6UTNPI],[],True,[],,5300,623,244,True,False,,[]
33,5,jimmyfallon,jimmy fallon,15485441,1240451950736486401,/jimmyfallon/status/1240451950736486401,2020-03-19 02:36:00,,Tonight we’re raising money for the @BCEFA Emergency Fund - go here to learn more and donate if you can!,,[],[],False,[],,728,115,15,True,True,,[]
34,6,jimmyfallon,jimmy fallon,15485441,1240090001045622785,/jimmyfallon/status/1240090001045622785,2020-03-18 02:37:00,,We’re going to be highlighting a different charity each night - tonight it’s @FeedingAmerica go here to learn more and donate if you can!,,[],[],False,[],,1000,150,37,True,False,,[]
35,7,jimmyfallon,jimmy fallon,15485441,1240084822804004866,/jimmyfallon/status/1240084822804004866,2020-03-18 02:17:00,,The Tonight Show: At Home Edition (The First One) https://youtu.be/bEQl6Pt-654,,[https://youtu.be/bEQl6Pt-654],[],True,[],,12100,1500,407,True,False,,[]
